linea;oid;nombre;alias;cerrada;regiongeo;departamento;localidad;urbanarural;coddepart;codloc;codsecc;codseg;codzona;cod1;cod2;coordx;coordy;latlong;calle;numpuerta;esquina;telefono;codregion;regionasse;depadmin;uedepende;uedependenom;nivelatencion;categoria;codcatsnomed;pertenecea;pertenecearap;sgc;sgcenua;hcea;hceo;obstetrapartera;medfamycom;medgeneral;pediatria;ginecoobstetricia;odontolog;espadolesc;horespado;vacunatorio;puertaemer;puertaurge;geosalud;maternidadbc;maternidadac;camactiadulto;camacetped;camaciadulto;camaciped;camacb;camacm;ctisic;resehgeosalud;hceintgeosalud;block;siq;medfarmacia;meddispensa;webfarma;sga farmacia;emedicamen;muestraslab;laboratorio;imradiologia;imecografo;immamografo;imtomografo;imrnm;ridi;telemedicina;LAT;LONG;geometry
629;2.16.858.0.0.2.1.1.5981390009102004036;SAI PPL UI 12: CERRO CARANCHO;SAI PPL UI 12: CERRO CARANCHO;NO;NORTE;RIVERA;RIVERA;RURAL;13;900;9;102;4;1390009102004036;13036;640177.758;6571468.379;-30.982,-55.532;ENTRADA A CERRO CARANCHO;S-D;CNO. NEY ALVEZ APOLO;S-D;1;NORTE;SAI-PPL;86;SAI-PPL (U. Ejecutora);PRIMER NIVEL;POLICLINICA;35971002;S-D;NO;SI;SI;SI;NO;NO;NO;SI;NO;NO;NO;NO;NC;NO;SI;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO;N-C;N-C;NO;NO;NO;NO;NO;S-D;NO;SI;NO;NO;NO;NO;NO;NO;NO;SI;-30.982;-55.532;POINT (-55.532 -30.982)
630;2.16.858.0.0.2.1.1.5981392206205400037;POLICLINICA AMARILLO;POL. AMARILLO;NO;NORTE;RIVERA;AMARILLO;RURAL;13;922;6;205;400;1392206205400037;13037;679940.94;6501580.22;-31.60684161,-55.10317015;CNO. A BLANQUILLOS;S-D;FRENTE A ESCUELA N 10;46508292;1;NORTE;REGION NORTE;46;RAP RIVERA;PRIMER NIVEL;POLICLINICA;35971002;S-D;SI;SI;SI;SI;NO;SI;NO;SI;NO;NO;NO;NO;NC;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;N-C;N-C;NO;NO;NO;NO;NO;S-D;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;-31.60684161;-55.10317015;POINT (-55.10317015 -31.60684161)
631;2.16.858.0.0.2.1.1.5981392907205602038;POLICLINICA CERRILLADA;POL. CERRILLADA;NO;NORTE;RIVERA;CERRILLADA;RURAL;13;929;7;205;602;1392907205602038;13038;716868.646;6519578.694;-31.43821,-54.71809;CNO. INTERNACIONAL;S-D;ESCUELA 52;46504706 - 46504001;1;NORTE;REGION NORTE;46;RAP RIVERA;PRIMER NIVEL;POLICLINICA;35971002;S-D;SI;SI;SI;SI;NO;SI;NO;SI;SI;NO;NO;NO;NC;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;N-C;N-C;NO;NO;NO;NO;NO;S-D;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;-31.43821;-54.71809;POINT (-54.71809 -31.43821)
632;2.16.858.0.0.2.1.1.5981393105203803039;POLICLINICA LA CALERA;POL. LA CALERA;NO;NORTE;RIVERA;CERROS DE LA CALERA;RURAL;13;931;5;203;803;1393105203803039;13039;652695.333;6525727.535;-31.393,-55.394;RUTA 28 LA CALERA;S-D;;S-D;1;NORTE;REGION NORTE;46;RAP RIVERA;PRIMER NIVEL;POLICLINICA;35971002;S-D;SI;SI;SI;NO;NO;NO;NO;SI;NO;NO;NO;NO;NC;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;N-C;N-C;NO;NO;NO;NO;NO;S-D;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;-31.393;-55.394;POINT (-55.394 -31.393)
633;2.16.858.0.0.2.1.1.5981394009013012040;POLICLINICA LAGOS DEL NORTE;POL. LAGOS DEL NORTE;NO;NORTE;RIVERA;LAGOS DEL NORTE;RURAL;13;940;9;13;12;1394009013012040;13040;643424.73;6571425.049;-30.982,-55.498;LA CALANDRIA;S-D;EL COLIBRI;46502753;1;NORTE;REGION NORTE;46;RAP RIVERA;PRIMER NIVEL;POLICLINICA;35971002;S-D;SI;SI;SI;SI;NO;NO;NO;SI;NO;NO;NO;NO;NC;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;N-C;N-C;NO;NO;NO;NO;NO;S-D;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;-30.982;-55.498;POINT (-55.498 -30.982)
634;2.16.858.0.0.2.1.1.5981394303010011041;POLICLINICA MASOLLER;POL. MASOLLER;NO;NORTE;RIVERA;MASOLLER;RURAL;13;943;3;10;11;1394303010011041;13041;595193.776;6560660.63;-31.084,-56.002;RUTA 30  KM;22;ENTRADA VIVIENDAS MEVIR;46506099;1;NORTE;REGION NORTE;46;RAP RIVERA;PRIMER NIVEL;POLICLINICA;35971002;S-D;SI;SI;SI;SI;NO;SI;NO;SI;SI;NO;NO;NO;NC;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;N-C;N-C;NO;NO;NO;NO;NO;S-D;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;-31.084;-56.002;POINT (-56.002 -31.084)
635;2.16.858.0.0.2.1.1.5981432001101414001;CENTRO DEPARTAMENTAL DE ROCHA;HOSPITAL DE ROCHA;NO;ESTE;ROCHA;ROCHA;URBANA;14;320;1;101;414;1432001101414001;14001;744349.2;6181837;-34.47612856,-54.33944250;AVDA. MARTINEZ;S-D;TREINTA Y TRES;44722608;4;ESTE;REGION ESTE;27;CENTRO DEPARTAMENTAL DE ROCHA;SEGUNDO NIVEL;HOSPITAL;22232009;ASSE;NO;SI;SI;SI;SI;SI;NO;SI;SI;SI;SI;NO;NC;NO;SI;NO;SI;SI;NO;SI;NO;NO;NO;NO;SI;NO;NO;SI;SI;SI;SI;SI;SI;S-D;SI;SI;SI;SI;SI;SI;NO;NO;SI;SI;-34.47612856;-54.3394425;POINT (-54.3394425 -34.47612856)
637;2.16.858.0.0.2.1.1.5981432007003608003;POLICLINICA BARRIO HIPODROMO;POL. BARRIO HIPODROMO;NO;ESTE;ROCHA;ROCHA;URBANA;14;320;7;3;608;1432007003608003;14003;743391.324;6181205.774;-34.48204,-54.34968;CALLE J;S-D;CALLE K;99179580;4;ESTE;REGION ESTE;44;RAP ROCHA;PRIMER NIVEL;POLICLINICA;35971002;S-D;SI;SI;SI;SI;NO;NO;SI;SI;SI;NO;NO;NO;NC;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;N-C;N-C;NO;NO;NO;NO;NO;S-D;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;-34.48204;-54.34968;POINT (-54.34968 -34.48204)
638;2.16.858.0.0.2.1.1.5981432001215500004;POLICLINICA BARRIO TREINTA Y TRES;POL. BARRIO TREINTA Y TRES;NO;ESTE;ROCHA;ROCHA;URBANA;14;320;1;215;500;1432001215500004;14004;745619.16;6179378.22;-34.49797635,-54.32492052;JUAN A. LOPEZ;S-D;PLAZOLETA DE LOS TREINTA Y TRES;44725254;4;ESTE;REGION ESTE;44;RAP ROCHA;PRIMER NIVEL;POLICLINICA;35971002;S-D;SI;SI;SI;SI;NO;NO;SI;NO;SI;NO;NO;NO;NC;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;N-C;N-C;NO;NO;NO;SI;SI;S-D;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO;-34.49797635;-54.32492052;POINT (-54.32492052 -34.49797635)
639;2.16.858.0.0.2.1.1.5981432001316500005;POLICLINICA BELVEDERE;POL. BELVEDERE;NO;ESTE;ROCHA;ROCHA;URBANA;14;320;1;316;500;1432001316500005;14005;747331.88;6182510.74;-34.46934829,-54.30719270;PEREZ DEL PUERTO;S-D;J. MARTINEZ;98923473;4;ESTE;REGION ESTE;44;RAP ROCHA;PRIMER NIVEL;POLICLINICA;35971002;S-D;SI;SI;SI;SI;NO;NO;SI;NO;NO;SI;NO;SI;2 Y 4 MIERCOLES;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;N-C;N-C;NO;NO;NO;NO;NO;S-D;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;-34.46934829;-54.3071927;POINT (-54.3071927 -34.46934829)
640;2.16.858.0.0.2.1.1.5981432001219015006;POLICLINICA EL OMBU;POL. EL OMBU;NO;ESTE;ROCHA;ROCHA;URBANA;14;320;1;219;15;1432001219015006;14006;743872.065;6183292.102;-34.46313,-54.34505;PRIMERO DE AGOSTO;S-D;ALEJANDRO CHUCARRO;44720347;4;ESTE;REGION ESTE;44;RAP ROCHA;PRIMER NIVEL;POLICLINICA;35971002;S-D;SI;SI;SI;SI;NO;NO;SI;SI;SI;NO;NO;NO;NC;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;N-C;N-C;NO;NO;NO;NO;NO;S-D;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;-34.46313;-54.34505;POINT (-54.34505 -34.46313)
641;2.16.858.0.0.2.1.1.5981432001112403007;POLICLINICA LAURO CRUZ GOYENLA;POL. LAVALLEJA;NO;ESTE;ROCHA;ROCHA;URBANA;14;320;1;112;403;1432001112403007;14007;744441.23;6180294.752;-34.490,-54.338;PANTALEON ARTIGAS;S-D;AGRACIADA;098928942 - 44731800;4;ESTE;REGION ESTE;44;RAP ROCHA;PRIMER NIVEL;POLICLINICA;35971002;S-D;SI;SI;SI;SI;NO;SI;SI;SI;SI;NO;SI;NO;NC;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;N-C;N-C;NO;NO;S-D;S-D;NO;S-D;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO;-34.49;-54.338;POINT (-54.338 -34.49)
642;2.16.858.0.0.2.1.1.5981432001217014008;POLICLINICA MARSICANO;POL. MARSICANO;NO;ESTE;ROCHA;ROCHA;URBANA;14;320;1;217;14;1432001217014008;14008;745576.06;6181990.28;-34.47445630,-54.32614092;AVDA. BRASIL;S-D;RODO;44723617;4;ESTE;REGION ESTE;44;RAP ROCHA;PRIMER NIVEL;POLICLINICA;35971002;S-D;SI;SI;SI;SI;NO;SI;SI;NO;SI;SI;NO;SI;1ER Y 3 MIERCOLES;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;N-C;N-C;NO;NO;NO;NO;NO;S-D;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO;-34.4744563;-54.32614092;POINT (-54.32614092 -34.4744563)
643;2.16.858.0.0.2.1.1.5981442104003015010;CENTRO AUXILIAR DE CASTILLOS;HOSPITAL DE CASTILLOS;NO;ESTE;ROCHA;CASTILLOS;URBANA;14;421;4;3;15;1442104003015010;14010;789905.3;6211482.61;-34.19737941,-53.85401464;19 DE ABRIL;1561;NUNEZ;44759001;4;ESTE;REGION ESTE;44;RAP ROCHA;SEGUNDO NIVEL;HOSPITAL;22232009;ASSE;NO;SI;SI;SI;NO;SI;SI;SI;SI;SI;SI;SI;LUNES A JUEVES;SI;NO;SI;SI;NO;NO;NO;NO;NO;NO;NO;SI;N-C;NO;SI;NO;NO;SI;SI;SI;S-D;SI;SI;SI;SI;SI;NO;NO;NO;NO;SI;-34.19737941;-53.85401464;POINT (-53.85401464 -34.19737941)
644;2.16.858.0.0.2.1.1.5981442104214018011;POLICLINICA BARRIO LA FLORINDA;POL. BARRIO LA FLORINDA;NO;ESTE;ROCHA;CASTILLOS;URBANA;14;421;4;214;18;1442104214018011;14011;789166.3;6210508.55;-34.20635618,-53.86169810;VILLASUSO;S-D;INDIA MUERTA;99430472;4;ESTE;REGION ESTE;44;RAP ROCHA;PRIMER NIVEL;POLICLINICA;35971002;S-D;SI;SI;SI;SI;NO;SI;NO;SI;NO;NO;NO;NO;NC;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;N-C;N-C;NO;NO;NO;NO;NO;S-D;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;-34.20635618;-53.8616981;POINT (-53.8616981 -34.20635618)
645;2.16.858.0.0.2.1.1.5981442203004001012;CENTRO AUXILIAR LASCANO;C. S. LASCANO;NO;ESTE;ROCHA;LASCANO;URBANA;14;422;3;4;1;1442203004001012;14012;759138.65;6270068.81;-33.67773102,-54.20482806;EUDOXIO VIVAS;S-D;ANSINA;44568656 - 9613;4;ESTE;REGION ESTE;44;RAP ROCHA;PRIMER NIVEL;CENTRO DE SALUD;264361005;ASSE;SI;SI;SI;SI;NO;SI;NO;SI;SI;SI;SI;NO;NC;SI;NO;SI;SI;NO;NO;NO;NO;NO;NO;NO;SI;N-C;NO;SI;NO;NO;SI;SI;SI;S-D;SI;SI;SI;SI;SI;NO;NO;NO;SI;SI;-33.67773102;-54.20482806;POINT (-54.20482806 -33.67773102)
646;2.16.858.0.0.2.1.1.5981452105015015013;CENTRO AUXILIAR CHUY;HOSPITAL CHUY;NO;ESTE;ROCHA;CHUY;URBANA;14;521;5;15;15;1452105015015013;14013;827896.82;6265666.99;-33.69837190,-53.46265554;STA. TERESA;S-D;RIO CEBOLLATI;44745792;4;ESTE;REGION ESTE;73;CENTRO AUXILIAR CHUY;SEGUNDO NIVEL;HOSPITAL;22232009;ASSE;NO;SI;SI;SI;NO;SI;NO;SI;SI;SI;SI;NO;NC;NO;SI;NO;SI;SI;NO;NO;NO;NO;NO;NO;SI;NO;NO;SI;NO;NO;SI;SI;SI;S-D;SI;SI;SI;SI;SI;NO;NO;NO;SI;SI;-33.6983719;-53.46265554;POINT (-53.46265554 -33.6983719)
647;2.16.858.0.0.2.1.1.5981452105202034014;POLICLINICA SAMUEL PRILLIAC;POL. SAMUEL PRILLIAC;NO;ESTE;ROCHA;CHUY;URBANA;14;521;5;202;34;1452105202034014;14014;827410.198;6266090.312;-33.69471,-53.46805;RIO BRANCO;S-D;IPIRANGA;099 168 742 - 099 091 076;4;ESTE;REGION ESTE;44;RAP ROCHA;PRIMER NIVEL;POLICLINICA;35971002;IMR;SI;SI;SI;SI;NO;NO;NO;SI;NO;NO;NO;NO;NC;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;N-C;N-C;NO;NO;NO;NO;NO;S-D;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;-33.69471;-53.46805;POINT (-53.46805 -33.69471)
648;2.16.858.0.0.2.1.1.5981462106002005015;POLICLINICA CEBOLLATI;POL. CEBOLLATI;NO;ESTE;ROCHA;CEBOLLATI;RURAL;14;621;6;2;5;1462106002005015;14015;798523.91;6314206.4;-33.26991768,-53.79522893;SAN MIGUEL;S-D;LASCANO;44599034;4;ESTE;REGION ESTE;44;RAP ROCHA;PRIMER NIVEL;POLICLINICA;35971002;S-D;SI;SI;SI;SI;NO;NO;NO;SI;SI;SI;SI;NO;NC;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;N-C;N-C;NO;NO;NO;SI;SI;S-D;SI;NO;NO;NO;SI;NO;NO;NO;NO;NO;-33.26991768;-53.79522893;POINT (-53.79522893 -33.26991768)
649;2.16.858.0.0.2.1.1.5981462209002020016;POLICLINICA VELAZQUEZ;POL. VELAZQUEZ;NO;ESTE;ROCHA;VELAZQUEZ;RURAL;14;622;9;2;20;1462209002020016;14016;751112.659;6230403.746;-34.037,-54.280;CALLE 14;S-D;RUTA 15;44759001 - 44757290;4;ESTE;REGION ESTE;44;RAP ROCHA;PRIMER NIVEL;POLICLINICA;35971002;S-D;SI;SI;SI;SI;NO;NO;NO;SI;NO;SI;SI;NO;NC;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;N-C;N-C;NO;NO;NO;SI;SI;S-D;SI;NO;NO;SI;SI;NO;NO;NO;SI;NO;-34.037;-54.28;POINT (-54.28 -34.037)
650;2.16.858.0.0.2.1.1.5981472105006006017;POLICLINICA 18 DE JULIO;POL. 18 DE JULIO;NO;ESTE;ROCHA;18 DE JULIO;RURAL;14;721;5;6;6;1472105006006017;14017;819289.673;6267443.587;-33.685,-53.556;DR. LUCIAN CANZANI;S-D;ARTESANOS DE LA PIEDRA;44746573;4;ESTE;REGION ESTE;44;RAP ROCHA;PRIMER NIVEL;POLICLINICA;35971002;ASSE;SI;SI;SI;SI;NO;NO;SI;NO;NO;SI;NO;NO;NC;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;N-C;N-C;NO;NO;NO;SI;SI;S-D;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO;-33.685;-53.556;POINT (-53.556 -33.685)
651;2.16.858.0.0.2.1.1.5981472210207811018;POLICLINICA BARRIO PARQUE;POL. BARRIO PARQUE;NO;ESTE;ROCHA;LA PALOMA;RURAL;14;722;10;207;811;1472210207811018;14018;759225.471;6163351.204;-34.639,-54.172;DE AMARAL;S-D;DE LA CANILLA;98910236;4;ESTE;REGION ESTE;44;RAP ROCHA;PRIMER NIVEL;POLICLINICA;35971002;IMR;SI;SI;SI;SI;NO;NO;SI;SI;SI;NO;NO;NO;NC;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;N-C;N-C;NO;NO;NO;NO;NO;S-D;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;-34.639;-54.172;POINT (-54.172 -34.639)
652;2.16.858.0.0.2.1.1.5981472210107502019;POLICLINICA LA PALOMA;POL. LA PALOMA;NO;ESTE;ROCHA;LA PALOMA;RURAL;14;722;10;107;502;1472210107502019;14019;760415.56;6161159.01;-34.65844307,-54.15835646;PALOMA;S-D;ARIES;44796060;4;ESTE;REGION ESTE;44;RAP ROCHA;PRIMER NIVEL;POLICLINICA;35971002;ASSE;SI;SI;SI;SI;NO;SI;SI;SI;SI;SI;SI;SI;MIERCOLES;SI;NO;SI;SI;NO;NO;NO;NO;NO;NO;NO;NO;N-C;NO;NO;NO;NO;SI;SI;SI;S-D;SI;NO;NO;NO;SI;NO;NO;NO;NO;NO;-34.65844307;-54.15835646;POINT (-54.15835646 -34.65844307)
653;2.16.858.0.0.2.1.1.5981472305007012020;POLICLINICA SAN LUIS;POL. SAN LUIS;NO;ESTE;ROCHA;SAN LUIS AL MEDIO;RURAL;14;723;5;7;12;1472305007012020;14020;804458.896;6276680.317;-33.6061808358956, -53.718896507256524;CAMINO PASO DE LA BALSA;S-D;CALLE PRINCIPAL;44704015;4;ESTE;REGION ESTE;44;RAP ROCHA;PRIMER NIVEL;POLICLINICA;35971002;ASSE;SI;SI;SI;SI;NO;NO;NO;SI;NO;SI;NO;NO;NC;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;N-C;N-C;NO;NO;NO;SI;SI;S-D;SI;NO;NO;NO;SI;NO;NO;NO;NO;NO;-33.6061808358956;-53.7188965072565;POINT (-53.718896507256524 -33.6061808358956)
654;2.16.858.0.0.2.1.1.5981482110011700021;POLICLINICA COSTA AZUL;POL. COSTA AZUL;NO;ESTE;ROCHA;LA AGUADA Y COSTA AZUL;RURAL;14;821;10;11;700;1482110011700021;14021;760321.685;6163910.643;-34.63368,-54.16023;DE LA ESCUELA;S-D;DE MORA;44798500;4;ESTE;REGION ESTE;44;RAP ROCHA;PRIMER NIVEL;POLICLINICA;35971002;S-D;SI;SI;SI;SI;NO;NO;SI;SI;SI;NO;NO;NO;NC;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;N-C;N-C;NO;NO;NO;NO;NO;S-D;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;-34.63368;-54.16023;POINT (-54.16023 -34.63368)
655;2.16.858.0.0.2.1.1.5981482208201014022;POLICLINICA 19 DE ABRIL;POL. 19 DE ABRIL;NO;ESTE;ROCHA;19 DE ABRIL;RURAL;14;822;8;201;14;1482208201014022;14022;769557.731;6193700.487;-34.363,-54.069;CORONILLA;S-D;TABARE;44702053 - 2029;4;ESTE;REGION ESTE;44;RAP ROCHA;PRIMER NIVEL;POLICLINICA;35971002;S-D;SI;SI;SI;SI;NO;NO;SI;NO;NO;NO;NO;NO;NC;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;N-C;N-C;NO;NO;NO;SI;NO;S-D;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;-34.363;-54.069;POINT (-54.069 -34.363)
656;2.16.858.0.0.2.1.1.5981482305208800023;POLICLINICA  LA CORONILLA;POL.  LA CORONILLA;NO;ESTE;ROCHA;LA CORONILLA;RURAL;14;823;5;208;800;1482305208800023;14023;821656.5;6243962.56;-33.89567642,-53.52196321;LEOPOLDO FERNANDEZ;S-D;LAS PALMERAS;44762889;4;ESTE;REGION ESTE;44;RAP ROCHA;PRIMER NIVEL;POLICLINICA;35971002;S-D;SI;SI;SI;SI;NO;SI;SI;SI;NO;NO;SI;NO;NC;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;N-C;N-C;NO;NO;NO;SI;SI;S-D;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;-33.89567642;-53.52196321;POINT (-53.52196321 -33.89567642)
657;2.16.858.0.0.2.1.1.5981492104417403024;POLICLINICA AGUAS DULCES;POL. AGUAS DULCES;NO;ESTE;ROCHA;AGUAS DULCES;RURAL;14;921;4;417;403;1492104417403024;14024;796241.866;6202658.133;-34.27506,-53.78232;JOSE RONDONI;S-D;LOS PALAFITOS;44752171;4;ESTE;REGION ESTE;44;RAP ROCHA;PRIMER NIVEL;POLICLINICA;35971002;S-D;SI;SI;SI;SI;NO;NO;NO;SI;NO;NO;NO;NO;NC;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;N-C;N-C;NO;NO;NO;SI;NO;S-D;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;-34.27506;-53.78232;POINT (-53.78232 -34.27506)
658;2.16.858.0.0.2.1.1.5981492305104015025;POLICLINICA BERNARDO VENTURA;POL. BERNARDO VENTURA;NO;ESTE;ROCHA;BARRA DEL CHUY;RURAL;14;923;5;104;15;1492305104015025;14025;834604.305;6259254.622;-33.754,-53.388;SIEMPRE VIVA;S-D;CALLE 6;44749278;4;ESTE;REGION ESTE;44;RAP ROCHA;PRIMER NIVEL;POLICLINICA;35971002;S-D;SI;SI;SI;SI;NO;NC;NC;NC;NC;NC;NO;NO;NC;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;N-C;N-C;NO;NO;NO;S-D;NO;S-D;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;-33.754;-53.388;POINT (-53.388 -33.754)
659;2.16.858.0.0.2.1.1.5981492810309610026;POLICLINICA CABO POLONIO;POL. CABO POLONIO;NO;ESTE;ROCHA;CABO POLONIO;RURAL;14;928;10;309;610;1492810309610026;14026;796226.29;6188501.45;-34.40252914,-53.77761373;CNO. POSADAS;S-D;PREDIO DINARA;99174459;4;ESTE;REGION ESTE;44;RAP ROCHA;PRIMER NIVEL;POLICLINICA;35971002;S-D;SI;SI;SI;NO;NO;NO;NO;SI;NO;NO;NO;NO;NC;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;N-C;N-C;NO;NO;NO;NO;NO;S-D;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;-34.40252914;-53.77761373;POINT (-53.77761373 -34.40252914)
660;2.16.858.0.0.2.1.1.5981494004016707027;POLICLINICA BARRA DE VALIZAS;POL. BARRA DE VALIZAS;NO;ESTE;ROCHA;BARRA DE VALIZAS;RURAL;14;940;4;16;707;1494004016707027;14027;794861.39;6196077.54;-34.33470242,-53.79504228;ALADINO VEIGA;S-D;GASTAMBIDE;44754026;4;ESTE;REGION ESTE;44;RAP ROCHA;PRIMER NIVEL;POLICLINICA;35971002;S-D;SI;SI;SI;SI;NO;SI;NO;SI;NO;NO;NO;NO;NC;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;N-C;N-C;NO;NO;NO;NO;NO;S-D;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;-34.33470242;-53.79504228;POINT (-53.79504228 -34.33470242)
661;2.16.858.0.0.2.1.1.5981494105211605028;POLICLINICA LA ESMERALDA;POL. LA ESMERALDA;NO;ESTE;ROCHA;LA ESMERALDA;RURAL;14;941;5;211;605;1494105211605028;14028;804713.49;6215609.322;-34.156,-53.695;S-D;S-D;S-D;S-D;4;ESTE;REGION ESTE;44;RAP ROCHA;PRIMER NIVEL;POLICLINICA;35971002;S-D;SI;SI;SI;SI;NO;NO;NO;SI;NO;NO;NO;NO;NC;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;N-C;N-C;NO;NO;NO;NO;NO;S-D;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;-34.156;-53.695;POINT (-53.695 -34.156)
662;2.16.858.0.0.2.1.1.5981495705118033029;POLICLINICA PUIMAYEN;POL. PUIMAYEN;NO;ESTE;ROCHA;PUIMAYEN;RURAL;14;957;5;118;33;1495705118033029;14029;833293.27;6258208.86;-33.76382640,-53.40173352;PARADA 15;S-D;S-D;44749221 - 44748482;4;ESTE;REGION ESTE;44;RAP ROCHA;PRIMER NIVEL;POLICLINICA;35971002;S-D;SI;SI;SI;SI;NO;SI;NO;SI;NO;NO;SI;NO;NC;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;N-C;N-C;NO;NO;NO;SI;SI;S-D;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;-33.7638264;-53.40173352;POINT (-53.40173352 -33.7638264)
663;2.16.858.0.0.2.1.1.5981496205019013030;POLICLINICA PUNTA DEL DIABLO;POL. PUNTA DEL DIABLO;NO;ESTE;ROCHA;PUNTA DEL DIABLO;RURAL;14;962;5;19;13;1496205019013030;14030;818593.08;6228599.7;-34.03491239,-53.54944763;JOSE G. PERCHA;S-D;BORRIQUETA;44772241;4;ESTE;REGION ESTE;44;RAP ROCHA;PRIMER NIVEL;POLICLINICA;35971002;S-D;SI;SI;SI;SI;NO;SI;NO;SI;NO;NO;NO;NO;NC;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;N-C;N-C;NO;NO;NO;SI;SI;S-D;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;-34.03491239;-53.54944763;POINT (-53.54944763 -34.03491239)
664;2.16.858.0.0.2.1.1.5981494210103103031;POLICLINICA LA PEDRERA;POL. LA PEDRERA;NO;ESTE;ROCHA;LA PEDRERA;RURAL;14;942;10;103;103;1494210103103031;14031;763028.21;6168499.93;-34.59165828,-54.13215634;PIRINCHO;S-D;PARQUE DE TODOS;44792574 - 44792030;4;ESTE;REGION ESTE;44;RAP ROCHA;PRIMER NIVEL;POLICLINICA;35971002;S-D;SI;SI;SI;SI;NO;NO;SI;SI;SI;NO;NO;NO;NC;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;N-C;N-C;NO;NO;NO;NO;NO;S-D;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;-34.59165828;-54.13215634;POINT (-54.13215634 -34.59165828)
