linea;oid;nombre;alias;cerrada;regiongeo;departamento;localidad;urbanarural;coddepart;codloc;codsecc;codseg;codzona;cod1;cod2;coordx;coordy;latlong;calle;numpuerta;esquina;telefono;codregion;regionasse;depadmin;uedepende;uedependenom;nivelatencion;categoria;codcatsnomed;pertenecea;pertenecearap;sgc;sgcenua;hcea;hceo;obstetrapartera;medfamycom;medgeneral;pediatria;ginecoobstetricia;odontolog;espadolesc;horespado;vacunatorio;puertaemer;puertaurge;geosalud;maternidadbc;maternidadac;camactiadulto;camacetped;camaciadulto;camaciped;camacb;camacm;ctisic;resehgeosalud;hceintgeosalud;block;siq;medfarmacia;meddispensa;webfarma;sga farmacia;emedicamen;muestraslab;laboratorio;imradiologia;imecografo;immamografo;imtomografo;imrnm;ridi;telemedicina;LAT;LONG;geometry
585;2.16.858.0.0.2.1.1.5981279712002005017;POLICLINICA ALGORTA;POL. ALGORTA;NO;OESTE;RÍO NEGRO;ALGORTA;RURAL;12;797;12;2;5;1279712002005017;12017;463399.18;6412889.51;-32.42047591,-57.38927907;CALCAGNO;S-D;18 DE JULIO;47402005;3;OESTE;REGION OESTE;82;RAP RÍO NEGRO;PRIMER NIVEL;POLICLINICA;35971002;S-D;SI;SI;SI;SI;NO;SI;NO;SI;SI;NO;SI;NO;NC;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;N-C;N-C;NO;NO;NO;SI;NO;S-D;SI;SI;NO;NO;NO;NO;NO;NO;NO;NO;-32.42047591;-57.38927907;POINT (-57.38927907 -32.42047591)
586;2.16.858.0.0.2.1.1.5981282309002011018;POLICLINICA PASO DE LOS MELLIZOS;POL. PASO DE LOS MELLIZOS;NO;OESTE;RÍO NEGRO;PASO DE LOS MELLIZOS;RURAL;12;823;9;2;11;1282309002011018;12018;484691.635;6401690.448;-32.522,-57.163;ROBERTO VIVO;S-D;CALLE 3;45607586;3;OESTE;REGION OESTE;82;RAP RÍO NEGRO;PRIMER NIVEL;POLICLINICA;35971002;S-D;SI;SI;SI;SI;NO;SI;NO;SI;NO;NO;SI;NO;NC;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;N-C;N-C;NO;NO;NO;SI;NO;S-D;SI;SI;NO;NO;NO;NO;NO;NO;NO;NO;-32.522;-57.163;POINT (-57.163 -32.522)
587;2.16.858.0.0.2.1.1.5981282409201800019;POLICLINICA SARANDI DE NAVARRO;POL. SARANDI DE NAVARRO;NO;OESTE;RÍO NEGRO;SARANDI DE NAVARRO;RURAL;12;824;9;201;800;1282409201800019;12019;512954.951;6399444.073;-32.542294581806296, -56.86202757652264;CNO. AL PASO DE LOS MELLIZOS;S-D;MEVIR;45606005;3;OESTE;REGION OESTE;82;RAP RÍO NEGRO;PRIMER NIVEL;POLICLINICA;35971002;S-D;SI;SI;SI;SI;NO;SI;NO;SI;NO;NO;SI;NO;NC;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;N-C;N-C;NO;NO;NO;SI;NO;S-D;SI;SI;NO;NO;NO;NO;NO;NO;NO;NO;-32.5422945818063;-56.8620275765226;POINT (-56.86202757652264 -32.542294581806296)
588;2.16.858.0.0.2.1.1.5981282606002006020;POLICLINICA PASO DE LA CRUZ;POL. PASO DE LA CRUZ;NO;OESTE;RÍO NEGRO;VILLA GENERAL BORGES;RURAL;12;826;6;2;6;1282606002006020;12020;463481.827;6397423.063;-32.560,-57.389;AVDA. ULPIANO BORGES;S-D;COMISARIO;45607588;3;OESTE;REGION OESTE;82;RAP RÍO NEGRO;PRIMER NIVEL;POLICLINICA;35971002;S-D;SI;SI;SI;SI;NO;SI;NO;SI;SI;NO;SI;NO;NC;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;N-C;N-C;NO;NO;NO;SI;NO;S-D;SI;SI;NO;NO;NO;NO;NO;NO;NO;NO;-32.56;-57.389;POINT (-57.389 -32.56)
590;2.16.858.0.0.2.1.1.5981290004008001022;POLICLINICA SAUCE;POL. SAUCE;NO;OESTE;RÍO NEGRO;RURAL;RURAL;12;900;4;8;1;1290004008001022;12022;431865.07;6358949.92;-32.90553592,-57.72858884;CAMINO VECINAL;S-D;CERCA ESCUELA 26;45607609;3;OESTE;REGION OESTE;82;RAP RÍO NEGRO;PRIMER NIVEL;POLICLINICA;35971002;S-D;SI;NO;SI;NO;NO;NO;SI;SI;SI;SI;SI;NO;NC;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;N-C;N-C;NO;NO;NO;SI;NO;S-D;SI;SI;NO;NO;NO;NO;NO;NO;NO;NO;-32.90553592;-57.72858884;POINT (-57.72858884 -32.90553592)
591;2.16.858.0.0.2.1.1.5981290001022004023;POLICLINICA TOMAS BERRETA;POL. TOMAS BERRETA;NO;OESTE;RÍO NEGRO;RURAL;RURAL;12;900;1;22;4;1290001022004023;12023;381186.34;6324256.07;-33.21407530,-58.27492468;CNO. VECINAL;S-D;"ESCUELA 19 ""LAS MARGARITAS""";45602085;3;OESTE;REGION OESTE;82;RAP RÍO NEGRO;PRIMER NIVEL;POLICLINICA;35971002;S-D;SI;SI;SI;SI;NO;SI;NO;SI;SI;SI;SI;NO;NC;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;N-C;N-C;NO;NO;NO;SI;NO;S-D;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;-33.2140753;-58.27492468;POINT (-58.27492468 -33.2140753)
592;2.16.858.0.0.2.1.1.5981292302204003024;POLICLINICA BELLACO;POL. BELLACO;NO;OESTE;RÍO NEGRO;BELLACO;RURAL;12;923;2;204;3;1292302204003024;12024;417474.32;6374612.47;-32.76327545,-57.88106299;RUTA 25;S-D;MEVIR;45692590;3;OESTE;REGION OESTE;82;RAP RÍO NEGRO;PRIMER NIVEL;POLICLINICA;35971002;S-D;SI;SI;SI;SI;NO;SI;NO;SI;SI;NO;SI;NO;NC;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;N-C;N-C;NO;NO;NO;NO;NO;S-D;SI;SI;NO;NO;NO;NO;NO;NO;NO;NO;-32.76327545;-57.88106299;POINT (-57.88106299 -32.76327545)
593;2.16.858.0.0.2.1.1.5981293001021500025;POLICLINICA RURAL LOS ARRAYANES (SORIANO);POL. RURAL LOS ARRAYANES;NO;OESTE;RÍO NEGRO;LOS ARRAYANES;RURAL;12;930;1;21;500;1293001021500025;12025;403387.86;6321884.01;-33.23768069,-58.03698249;LOS HORNEROS;S/N;LOS FRESNOS;S-D;3;OESTE;REGION OESTE;83;RAP SORIANO;PRIMER NIVEL;POLICLINICA;35971002;S-D;SI;SI;SI;SI;NO;NO;SI;NO;NO;NO;NO;NO;NC;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;N-C;N-C;NO;NO;NO;NO;NO;S-D;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;-33.23768069;-58.03698249;POINT (-58.03698249 -33.23768069)
594;2.16.858.0.0.2.1.1.5981242104002013026;POLICLINICA ASSE-ADEOM;POL. ASSE-ADEOM YOUNG;NO;OESTE;RÍO NEGRO;YOUNG;URBANA;12;421;4;2;13;1242104002013026;12026;441088.9;6381246.08;-32.70495788,-57.62854395;TREINTA Y TRES ORIENTALES;S-D;ASENCIO;S-D;3;OESTE;REGION OESTE;82;RAP RÍO NEGRO;PRIMER NIVEL;POLICLINICA;35971002;S-D;SI;SI;SI;SI;NO;SI;NO;SI;SI;SI;NO;NO;NC;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;N-C;N-C;NO;NO;NO;NO;NO;S-D;SI;SI;NO;NO;NO;NO;NO;NO;NO;NO;-32.70495788;-57.62854395;POINT (-57.62854395 -32.70495788)
596;2.16.858.0.0.2.1.1.5981300000101602002;POLICLINICA TRES CRUCES;POL. TRES CRUCES;NO;NORTE;RIVERA;LAGUNON;RURAL;13;838;0;101;602;1300000101602002;13002;634901.925;6583283.443;-30.87604,-55.58880;PTE. GIRO S-N;S-D;MAXIMILIANO LUZ;99732230;1;NORTE;REGION NORTE;46;RAP RIVERA;PRIMER NIVEL;POLICLINICA;35971002;S-D;SI;SI;SI;SI;NO;NO;SI;NO;NO;SI;SI;NO;NC;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;N-C;N-C;NO;NO;NO;NO;NO;S-D;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;-30.87604;-55.5888;POINT (-55.5888 -30.87604)
598;2.16.858.0.0.2.1.1.5981322001113406004;CENTRO DE SALUD J. ROYOL;C. S. J. ROYOL;NO;NORTE;RIVERA;RIVERA;URBANA;13;220;1;113;406;1322001113406004;13004;640579.874;6580221.072;-30.903,-55.529;AVDA. LIBANO;S-D;TABOBA;46223046 | 46220269;1;NORTE;REGION NORTE;46;RAP RIVERA;PRIMER NIVEL;CENTRO DE SALUD;264361005;ASSE;SI;SI;SI;SI;NO;SI;NO;SI;SI;SI;SI;SI;VIERNES;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;N-C;N-C;NO;NO;SI;SI;SI;S-D;SI;SI;NO;NO;SI;SI;NO;NO;SI;NO;-30.903;-55.529;POINT (-55.529 -30.903)
599;2.16.858.0.0.2.1.1.5981322001102006005;CENTRO DE SALUD Q.F. FEDERICO DIAZ;"C. S. RIVERA CHICO - "" Q.F. FEDERICO DIAZ"".";NO;NORTE;RIVERA;RIVERA;URBANA;13;220;1;102;6;1322001102006005;13005;638107.33;6581528.5;-30.89149794,-55.55504232;AVDA. 1825;531;MONSENOR VERA;46232979;1;NORTE;REGION NORTE;46;RAP RIVERA;PRIMER NIVEL;CENTRO DE SALUD;264361005;ASSE;SI;SI;SI;SI;NO;SI;SI;SI;SI;SI;SI;NO;NC;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;N-C;N-C;NO;NO;SI;SI;SI;S-D;SI;SI;NO;NO;SI;NO;NO;NO;NO;NO;-30.89149794;-55.55504232;POINT (-55.55504232 -30.89149794)
600;2.16.858.0.0.2.1.1.5981322001009406006;CENTRO DEPARTAMENTAL RIVERA;HOSPITAL DE RIVERA;NO;NORTE;RIVERA;RIVERA;URBANA;13;220;1;9;406;1322001009406006;13006;639129.06;6579721.16;-30.90768115,-55.54410856;BVAR. PTE. VIERA;S-D;ITUZAINGO;46223307;1;NORTE;REGION NORTE;25;CENTRO DEPARTAMENTAL RIVERA;TERCER NIVEL;HOSPITAL;22232009;ASSE;NO;SI;SI;SI;SI;NO;NO;SI;SI;SI;SI;NO;NC;NO;SI;NO;SI;SI;NO;SI;NO;NO;NO;NO;SI;SI;SI;NO;SI;SI;SI;SI;SI;S-D;SI;SI;SI;SI;SI;NO;NO;NO;SI;SI;-30.90768115;-55.54410856;POINT (-55.54410856 -30.90768115)
602;2.16.858.0.0.2.1.1.5981322009103604008;POLICLINICA LA ESTIBA;POL. LA ESTIBA;NO;NORTE;RIVERA;RIVERA;URBANA;13;220;9;103;604;1322009103604008;13008;636964.16;6581404.24;-30.89275185,-55.56698296;JUAN ACOSTA;S-D;SANTIAGO NIEVAS;46225867;1;NORTE;REGION NORTE;46;RAP RIVERA;PRIMER NIVEL;POLICLINICA;35971002;S-D;SI;SI;SI;SI;NO;SI;SI;SI;SI;NO;SI;NO;NC;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;N-C;N-C;NO;NO;NO;NO;NO;S-D;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;-30.89275185;-55.56698296;POINT (-55.56698296 -30.89275185)
603;2.16.858.0.0.2.1.1.5981322001115811009;POLICLINICA LAGUNON;POL. LAGUNON;NO;NORTE;RIVERA;RIVERA;URBANA;13;220;1;115;811;1322001115811009;13009;637350.95;6582442.63;-30.88334009,-55.56307704;CHASQUE DE LOS SANTOS;S-D;FREIRE;46236704;1;NORTE;REGION NORTE;46;RAP RIVERA;PRIMER NIVEL;POLICLINICA;35971002;S-D;SI;SI;SI;SI;NO;SI;NO;SI;SI;NO;NO;NO;NC;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;N-C;N-C;NO;NO;NO;NO;NO;S-D;SI;SI;NO;NO;NO;NO;NO;NO;NO;NO;-30.88334009;-55.56307704;POINT (-55.56307704 -30.88334009)
604;2.16.858.0.0.2.1.1.5981322001101601010;CONSULTORIO VILLA SONIA;POL. VILLA SONIA;NO;NORTE;RIVERA;RIVERA;URBANA;13;220;1;101;601;1322001101601010;13010;637760.24;6582944.14;-30.87876864,-55.55886407;MANUEL MELENDEZ;S-D;GREGORIO SANABRIA;46229255;1;NORTE;REGION NORTE;46;RAP RIVERA;PRIMER NIVEL;POLICLINICA;35971002;INTENDENCIA;SI;NO;NO;NO;NO;S-D;S-D;S-D;S-D;S-D;NO;NO;NC;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;N-C;N-C;NO;NO;NO;NO;NO;S-D;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;-30.87876864;-55.55886407;POINT (-55.55886407 -30.87876864)
605;2.16.858.0.0.2.1.1.5981322009308800011;POLICLINICA RAMPLA;POL. RAMPLA;NO;NORTE;RIVERA;RIVERA;URBANA;13;220;9;308;800;1322009308800011;13011;640791.17;6579280.75;-30.91145692,-55.52665974;AVDA. BRASIL;S/N;PEDRO IRIGOYEN;46221785;1;NORTE;REGION NORTE;46;RAP RIVERA;PRIMER NIVEL;POLICLINICA;35971002;S-D;SI;SI;SI;SI;NO;SI;NO;SI;SI;NO;NO;NO;NC;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;N-C;N-C;NO;NO;NO;NO;NO;S-D;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;-30.91145692;-55.52665974;POINT (-55.52665974 -30.91145692)
606;2.16.858.0.0.2.1.1.5981352105002602012;CENTRO AUXILIAR MINAS DE CORRALES;CENTRO AUXILIAR MINAS DE CORRALES;NO;NORTE;RIVERA;MINAS DE CORRALES;RURAL;13;521;5;2;602;1352105002602012;13012;644740.96;6505827.78;-31.57350321,-55.47472593;12 DE OCTUBRE;S-D;18 DE JULIO;46582203;1;NORTE;REGION NORTE;46;RAP RIVERA;PRIMER NIVEL;CENTRO DE SALUD;264361005;ASSE;SI;SI;SI;SI;NO;SI;NO;SI;SI;SI;SI;NO;NC;SI;NO;SI;SI;NO;NO;NO;NO;NO;NO;NO;NO;N-C;NO;NO;NO;NO;SI;SI;SI;S-D;SI;SI;NO;SI;NO;NO;NO;NO;SI;SI;-31.57350321;-55.47472593;POINT (-55.47472593 -31.57350321)
607;2.16.858.0.0.2.1.1.5981352203203035014;POLICLINICA TRANQUERAS;POL. TRANQUERAS;NO;NORTE;RIVERA;TRANQUERAS;URBANA;13;522;3;203;35;1352203203035014;13014;617928.74;6548192.11;-31.19441262,-55.76223165;TREINTA Y TRES;S-D;ARTIGAS;46562046;1;NORTE;REGION NORTE;46;RAP RIVERA;PRIMER NIVEL;POLICLINICA;35971002;S-D;SI;SI;SI;SI;NO;SI;NO;SI;SI;NO;SI;NO;NC;SI;NO;SI;SI;NO;NO;NO;NO;NO;NO;NO;NO;N-C;NO;NO;NO;NO;SI;SI;SI;S-D;SI;SI;NO;SI;NO;NO;NO;NO;SI;SI;-31.19441262;-55.76223165;POINT (-55.76223165 -31.19441262)
608;2.16.858.0.0.2.1.1.5981362108102017015;POLICLINICA VICHADERO;POL. VICHADERO;NO;NORTE;RIVERA;VICHADERO;RURAL;13;621;8;102;17;1362108102017015;13015;718656.92;6482165.59;-31.77515283,-54.69097453;FRUCTUOSO RIVERA;S-D;JOAQUIN CORREA;46542036;1;NORTE;REGION NORTE;46;RAP RIVERA;PRIMER NIVEL;POLICLINICA;35971002;S-D;SI;SI;SI;SI;NO;SI;SI;SI;SI;SI;SI;SI;MIERCOLES;SI;NO;SI;SI;NO;NO;NO;NO;NO;NO;NO;NO;N-C;NO;NO;NO;NO;SI;SI;SI;S-D;SI;SI;NO;NO;NO;NO;NO;NO;NO;SI;-31.77515283;-54.69097453;POINT (-54.69097453 -31.77515283)
609;2.16.858.0.0.2.1.1.5981372109135802016;POLICLINICA SANTA ISABEL;POL. SANTA ISABEL;NO;NORTE;RIVERA;SANTA TERESA;RURAL;13;721;9;135;802;1372109135802016;13016;636565.49;6579097.25;-30.91360826,-55.57084387;ARTURO NUNEZ;S-D;LEONARDO OLIVERA;46227457;1;NORTE;REGION NORTE;46;RAP RIVERA;PRIMER NIVEL;POLICLINICA;35971002;S-D;SI;SI;SI;SI;NO;SI;SI;SI;SI;NO;SI;NO;NC;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;N-C;N-C;NO;NO;NO;SI;SI;S-D;SI;SI;NO;NO;NO;NO;NO;NO;NO;NO;-30.91360826;-55.57084387;POINT (-55.57084387 -30.91360826)
610;2.16.858.0.0.2.1.1.5981382406202008017;POLICLINICA CERRO PELADO;POL. CERRO PELADO;NO;NORTE;RIVERA;CERRO PELADO;RURAL;13;824;6;202;8;1382406202008017;13017;675182.098;6516725.494;-31.471,-55.156;RUTA 27;S-D;CNO. VECINAL;46508006;1;NORTE;REGION NORTE;46;RAP RIVERA;PRIMER NIVEL;POLICLINICA;35971002;S-D;SI;SI;SI;SI;NO;SI;NO;SI;SI;NO;NO;NO;NC;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;N-C;N-C;NO;NO;NO;NO;NO;S-D;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;-31.471;-55.156;POINT (-55.156 -31.471)
611;2.16.858.0.0.2.1.1.5981383008204805018;POLICLINICA PASO HOSPITAL;POL. PASO HOSPITAL;NO;NORTE;RIVERA;PASO HOSPITAL;RURAL;13;830;8;204;805;1383008204805018;13018;725557.15;6495834.37;-31.65059523,-54.62131018;RUTA 6;S-D;MEVIR;46504170;1;NORTE;REGION NORTE;46;RAP RIVERA;PRIMER NIVEL;POLICLINICA;35971002;S-D;SI;SI;SI;SI;NO;NO;NO;SI;NO;NO;NO;NO;NC;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;N-C;N-C;NO;NO;NO;NO;NO;S-D;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;-31.65059523;-54.62131018;POINT (-54.62131018 -31.65059523)
612;2.16.858.0.0.2.1.1.5981383107202600019;POLICLINICA LA PUENTE;POL. LA PUENTE;NO;NORTE;RIVERA;LAPUENTE;RURAL;13;831;7;202;600;1383107202600019;13019;693427.728;6516513.745;-31.470,-54.964;RUTA 29;S-D;A ALMACEN LEITE;46508282;1;NORTE;REGION NORTE;46;RAP RIVERA;PRIMER NIVEL;POLICLINICA;35971002;S-D;SI;SI;SI;SI;NO;SI;NO;SI;SI;NO;NO;NO;NC;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;N-C;N-C;NO;NO;NO;NO;NO;S-D;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;-31.47;-54.964;POINT (-54.964 -31.47)
613;2.16.858.0.0.2.1.1.5981383206139026020;POLICLINICA LAS FLORES;POL. LAS FLORES;NO;NORTE;RIVERA;LAS FLORES;RURAL;13;832;6;139;26;1383206139026020;13020;670569.12;6482373.41;-31.78147306,-55.19857539;CNO. VECINAL;S-D;CNO. VECINAL;46508262;1;NORTE;REGION NORTE;46;RAP RIVERA;PRIMER NIVEL;POLICLINICA;35971002;INTENDENCIA;SI;SI;SI;SI;NO;S-D;S-D;S-D;S-D;S-D;NO;NO;NC;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;N-C;N-C;NO;NO;NO;NO;NO;S-D;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;-31.78147306;-55.19857539;POINT (-55.19857539 -31.78147306)
614;2.16.858.0.0.2.1.1.5981383307103804021;POLICLINICA MOIRONES;POL. MOIRONES;NO;NORTE;RIVERA;MOIRONES;RURAL;13;833;7;103;804;1383307103804021;13021;691538.426;6501687.584;-31.604,-54.981;RUTA 27;S-D;FRENTE A ESCUELA 23;46504044;1;NORTE;REGION NORTE;46;RAP RIVERA;PRIMER NIVEL;POLICLINICA;35971002;S-D;SI;SI;SI;SI;NO;SI;NO;SI;SI;NO;NO;NO;NC;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;N-C;N-C;NO;NO;NO;NO;NO;S-D;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;-31.604;-54.981;POINT (-54.981 -31.604)
615;2.16.858.0.0.2.1.1.5981383609239604022;POLICLINICA LA PEDRERA;POL. LA PEDRERA;NO;NORTE;RIVERA;LA PEDRERA;RURAL;13;836;9;239;604;1383609239604022;13022;639071.89;6576798.83;-30.93404847,-55.54430748;CELIA BUENO DE ARIZAGA;S-D;1? DE OCTUBRE;4623 3972;1;NORTE;REGION NORTE;46;RAP RIVERA;PRIMER NIVEL;POLICLINICA;35971002;S-D;SI;SI;SI;SI;NO;SI;NO;SI;SI;NO;NO;NO;NC;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;N-C;N-C;NO;NO;NO;NO;NO;S-D;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;-30.93404847;-55.54430748;POINT (-55.54430748 -30.93404847)
616;2.16.858.0.0.2.1.1.5981383709010624023;POLICLINICA MANDUBI;POL. MANDUBI;NO;NORTE;RIVERA;MANDUBI;URBANA;13;837;9;10;624;1383709010624023;13023;638763.4;6577688.4;-30.92606051,-55.54765697;JOSE NASAZZI S-N;S-D;LAVIN;46227093;1;NORTE;REGION NORTE;46;RAP RIVERA;PRIMER NIVEL;POLICLINICA;35971002;S-D;SI;SI;SI;SI;NO;SI;NO;SI;SI;NO;SI;SI;VIERNES;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;N-C;N-C;NO;NO;NO;NO;NO;S-D;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;-30.92606051;-55.54765697;POINT (-55.54765697 -30.92606051)
617;2.16.858.0.0.2.1.1.5981390007004004024;POLICLINICA ABROJAL;POL. ABROJAL;NO;NORTE;RIVERA;RURAL;RURAL;13;900;7;4;4;1390007004004024;13024;686592.84;6479721.6;-31.80287806,-55.02891894;ABROJAL;S-D;CERCA DE ESCUELA 81;46504191;1;NORTE;REGION NORTE;46;RAP RIVERA;PRIMER NIVEL;POLICLINICA;35971002;INTENDENCIA;SI;SI;SI;SI;NO;SI;NO;SI;SI;NO;NO;NO;NC;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;N-C;N-C;NO;NO;NO;NO;NO;S-D;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;-31.80287806;-55.02891894;POINT (-55.02891894 -31.80287806)
619;2.16.858.0.0.2.1.1.5981390007105006026;POLICLINICA ARROYO BLANCO;POL. ARROYO BLANCO;NO;NORTE;RIVERA;ARROYO BLANCO;RURAL;13;900;7;105;6;1390007105006026;13026;708670.782;6499249.476;-31.623,-54.800;CNO. A ARROYO BLANCO;S-D;LEOPOLDO DIAZ;46504185;1;NORTE;REGION NORTE;46;RAP RIVERA;PRIMER NIVEL;POLICLINICA;35971002;S-D;SI;SI;SI;NO;NO;SI;NO;SI;NO;NO;NO;NO;NC;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;N-C;N-C;NO;NO;NO;NO;NO;S-D;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;-31.623;-54.8;POINT (-54.8 -31.623)
620;2.16.858.0.0.2.1.1.5981390008005006027;POLICLINICA CORONILLA;POL. CORONILLA;NO;NORTE;RIVERA;RURAL;RURAL;13;900;8;5;6;1390008005006027;13027;710662.852;6471367.759;-31.874,-54.773;CAMINO VECINAL;S-D;S-D;S-D;1;NORTE;REGION NORTE;46;RAP RIVERA;PRIMER NIVEL;POLICLINICA;35971002;S-D;SI;NO;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NC;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;N-C;N-C;NO;NO;NO;NO;NO;S-D;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;-31.874;-54.773;POINT (-54.773 -31.874)
621;2.16.858.0.0.2.1.1.5981390002002006028;POLICLINICA CURTICEIRAS;POL. CURTICEIRAS;NO;NORTE;RIVERA;RURAL;RURAL;13;900;2;2;6;1390002002006028;13028;633605.105;6572883.347;-30.970,-55.601;RUTA 5 KM;490;S-D;S-D;1;NORTE;REGION NORTE;46;RAP RIVERA;PRIMER NIVEL;POLICLINICA;35971002;S-D;SI;SI;SI;SI;NO;NO;NO;SI;NO;NO;NO;NO;NC;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;N-C;N-C;NO;NO;NO;NO;NO;S-D;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;-30.97;-55.601;POINT (-55.601 -30.97)
622;2.16.858.0.0.2.1.1.5981390003004002029;POLICLINICA LA PALMA - LUNAREJO;POL. LA PALMA - LUNAREJO;NO;NORTE;RIVERA;RURAL;RURAL;13;900;3;4;2;1390003004002029;13029;606940.87;6551239.88;-31.16797562,-55.87786389;CNO. VECINAL  CERCA DE RUTA 30;S-D;ESCUELA 22;46506091;1;NORTE;REGION NORTE;46;RAP RIVERA;PRIMER NIVEL;POLICLINICA;35971002;INTENDENCIA;SI;SI;SI;NO;NO;S-D;S-D;S-D;S-D;S-D;NO;NO;NC;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;N-C;N-C;NO;NO;NO;NO;NO;S-D;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;-31.16797562;-55.87786389;POINT (-55.87786389 -31.16797562)
624;2.16.858.0.0.2.1.1.5981390008005805031;POLICLINICA PASO DEL PARQUE;POL. PASO DEL PARQUE;NO;NORTE;RIVERA;RURAL;RURAL;13;900;8;5;805;1390008005805031;13031;716003.85;6477975.18;-31.81343384,-54.71804349;A 8 KM DE VICHADERO;S-D;ESCUELA 93;S-D;1;NORTE;REGION NORTE;46;RAP RIVERA;PRIMER NIVEL;POLICLINICA;35971002;S-D;SI;SI;SI;NO;NO;NO;SI;NO;NO;NO;NO;NO;NC;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;N-C;N-C;NO;NO;NO;NO;NO;S-D;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;-31.81343384;-54.71804349;POINT (-54.71804349 -31.81343384)
628;2.16.858.0.0.2.1.1.5981390004103006035;POLICLINICA TRES PUENTES;POL. TRES PUENTES;NO;NORTE;RIVERA;RURAL;RURAL;13;900;4;103;6;1390004103006035;13035;665562.45;6527416.704;-31.376,-55.259;RUTA 27 TRES PUENTES;S-D;S-D;S-D;1;NORTE;REGION NORTE;46;RAP RIVERA;PRIMER NIVEL;POLICLINICA;35971002;S-D;SI;NO;SI;NO;NO;NO;NO;SI;NO;NO;NO;NO;NC;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;N-C;N-C;NO;NO;NO;NO;NO;S-D;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;-31.376;-55.259;POINT (-55.259 -31.376)
