WKT;name;description;timestamp;begin;end;altitudeMode;tessellate;extrude;visibility;drawOrder;icon
"POINT (-56.2155457 -34.727976)";"BA122 IAMC	MUCAM Las Piedras";"Días y horarios: Jue de 13:30 a 16:00<br>Dirección: Instrucciones del año XIII	s/n	Leandro Gómez y Fructuoso Rivera";;;;;-1;0;-1;;
"POINT (-56.2276558 -34.7617855)";"BC11101 IAMC	CRAMI La Paz";"Días y horarios: Viernes a partir de las 15:00 Hrs.<br>Dirección: José E Rodó 	s/n	 Cesar Mayo Gutiérrez y Emilio Andreon";;;;;-1;0;-1;;
"POINT (-56.0401707 -34.4966941)";BF115 Policlínica ASSE Santa Rosa;"Días y horarios: 1er y 3er Mi	08:30 - 11:00<br>Dirección: 18 de julio	 s/n 	Batlle y Ordoñez y Dr. Llambóies";;;;;-1;0;-1;;
"POINT (-55.9599238 -34.4428302)";BF114  Policlínica ASSE San Bautista;"Días y horarios: 2do Mi de 08:30 a 11:00<br> Dirección: Justo Álvarez	s/n	Yamandú Maurat";;;;;-1;0;-1;;
"POINT (-54.9485595 -32.9233988)";"SD112	Santa Clara Del Olimar - IAMPP	CAMCEL	Cooperativa De Asistencia Medica Cerro Largo
";"Días y horarios: Mie de 09:00 a 11:00<br>Teléfono: 44645068<br>Dirección: 25 de Agosto 	esq. Cnel. Modesto Polanco ";;;;;-1;0;-1;;
"POINT (-56.072193 -34.7526114)";"BE134 ASSE	CHLA-EP	Policlínica Casarino ";"Días y horarios: 2°, 3° y 4° Viernes al mes, de 08:30 a 11:00<br>Dirección: Camino del Andaluz Km 3.200	s/n	Calle 7";;;;;-1;0;-1;;
"POINT (-56.0203177 -34.7655563)";"BE188  ASSE	CHLA-EP C. CIVICO SALVADOR ALLENDE
";"Días y horarios: Mié., Jue. y Vie. de 08:00 a 12:00 Hrs.  <br>Dirección: Ruta 8 Km 23.700		Camino Paso al Escobar";;;;;-1;0;-1;;
"POINT (-55.6769933 -34.7612152)";Policlínica ASSE La Floresta;Jornada a confirmar<br>Teléfono: 2373 8612<br>Jornada a confirmar;;;;;-1;0;-1;;
"POINT (-55.8393954 -34.7794946)";BE120  Policlínica ASSE Salinas;"Se coordina según necesidad del servicio, 09:00 a 12:00 hrs. <br>Teléfono: 4376 8198<br>Dirección: Avda. Julieta 	s/n	 Guazubirá Km.38 y Yaguaretté";;;;;-1;0;-1;;
"POINT (-55.7152906 -34.743316)";BE119  Policlínica de ASSE Parque del Plata Norte;"Día y horario:  Martes y Miercoles se entregan números a partir de las 09:00<br>Teléfono: 4275 2407<br>Dirección: Teatro de Verano	 s/n";;;;;-1;0;-1;;
"POINT (-55.7601559 -34.7754572)";"BE148  IAMC	CAAMEPA Atlántida";Días y horarios: 1º y 2º Martes de 14:00 a 17:00<br>Dirección: República Argentina  esq. República de Chile;;;;;-1;0;-1;;
"POINT (-56.0096633 -34.7576241)";BE12801 CAAMEPA Policlínica Barros Blancos ;"Días y horarios: 2 º y 4º Mi de 13:30 a 15:30<br>Dirección: Ruta 8 Km 25		Ansina y 25 de Agosto";;;;;-1;0;-1;;
"POINT (-55.8975105 -34.6948165)";"BE11501  IAMC	CAAMEPA EMPALME OLMOS";"Días y horarios: 1º y 4º Juev. de 14:30 a 17:30<br>Dirección: L:A. De Herrera	 s/n	Ruta 8 km 40";;;;;-1;0;-1;;
"POINT (-55.6773571 -34.758972)";"BE185  IAMC	CAAMEPA La Floresta";"Días y horarios: 1° y 3° Juev. de 14:30 a 16:30<br>Dirección: Treinta y Tres 	s/n 	Makinon";;;;;-1;0;-1;;
"POINT (-56.0336734 -34.7335436)";BE12501 IAMC CAAMEPA Suárez;"Días y horarios: 1º y 3º Vier. de 14:00 a 17:00<br> Dirección: José P. Varela 	s/n 	 Bvar. Artigas y Juan Díaz de Solis";;;;;-1;0;-1;;
"POINT (-55.7080796 -34.68412)";"BE183  IAMC	CAAMEPA Soca";"Días y horarios: 2° y 4° Lun de 14:00 a 16:00<br>Dirección: Zenón Burgueño 	s/n 	Wilson Ferreira Aldunate y Calle 2";;;;;-1;0;-1;;
"POINT (-55.9241736 -34.7879163)";Policlínica ASSE Autódromo ;"Días y horarios: Jue de 13:15 a 16:30<br>Dirección: Rio Negro	s/n	Interbalnearea km 30";;;;;-1;0;-1;;
"POINT (-55.9392184 -34.8002504)";BE141 Policlínica ASSE El Pinar ;"Días y horarios: Miércoles de 13:15 a 16:30<br>Dirección: Eduardo Pérez	 s/n	Ciudad de Pando y Martin Fierro";;;;;-1;0;-1;;
"POINT (-55.959171 -34.7237117)";"BE180  IAMC	MUCAM Pando";"Días y horarios: Mi de 12:30 a 14:30hrs.<br>Dirección: Avda. Artigas	1246	Cabrera";;;;;-1;0;-1;;
"POINT (-55.9752794 -34.8316157)";"BE178 IAMC	MUCAM SOLYMAR";"Días y horarios: Ma y Mi 	15:00 A 17:30<br>Dirección: Avda. Giannastassio Man.966 Solar 8F		Jose E Rodo y Calle 70";;;;;-1;0;-1;;
"POINT (-56.0082877 -34.8211383)";"BD113 ASSE	Policlínica Ayuda a la Madre ";"Días y horarios: Viernes 13:15 a 16:30<br>Dirección: Ruta 101 		Ruta 102";;;;;-1;0;-1;;
"POINT (-56.0523002 -34.8598009)";"BD111 ASSE	 Policlínica MONTERREY";"Días y horarios: Ma de 09:00 a 12:00 Hrs. Entrega 20 números.<br> Dirección: Maciel	116	Eduardo Acevedo y Calcáneo";;;;;-1;0;-1;;
"POINT (-55.9620002 -34.824516)";"BE169  IAMC	CASMU Solymar";"Días y horarios: Ma y Mi	13:30 - 17:30<br>Dirección: Gral. José Gervasio Artigas 		Avda. Giannastassio Km 23.800 y James Summer";;;;;-1;0;-1;;
"POINT (-55.963235 -34.8125206)";"BE11102  ASSE	Comisión fomento Don Arturo";"Días y horarios: 1er Lunes de cada mes, de 13:15 - 16:30<br>Dirección: Interbalneria Km 25- Paso Escobar Márquez Castro";;;;;-1;0;-1;;
"POINT (-58.2131929 -33.5342422)";"QD111	DOLORES	ASSE	CHLA EP	Sub C.P CHLA-EP ";Días y horarios: Martes 08:00-12:30<br>Dirección: Cheveste y Carlos Puig<br>Teléfono: 4534 2191 int 117;;;;;-1;0;-1;;
"POINT (-58.2653722 -33.8073078)";"QA111	AGRACIADA	Policlínica ASSE CHLA EP ";"Días y horarios: 4º Lunes del mes de 08:30 a 11:00<br>Teléfono: 4540 4009<br>Dirección: Gral. Artigas	 s/n entre Fructuoso Rivera y Dr. Fuentes Méndez";;;;;-1;0;-1;;
"POINT (-54.7592414 -32.8368906)";CE112 Camcel Tupambaé;"Días y horarios: 2º y 4º Ma de 13:00 a 16:00<br>Teléfono: 46852307<br>Dirección: Cont Ruta 7	 s/n 	Avda Gral Artigas";;;;;-1;0;-1;;
"POINT (-56.4794688 -33.0557909)";EC111 - ASSE - CHLA-EP Policlínica RAP Carlos Reyles ;Días y horarios: Último jueves de cada mes de 8:00 a 12:00 <br>Teléfono: 4368 2070<br>Dirección: Rivera & Antonio Casabo;;;;;-1;0;-1;;
"POINT (-56.0100207 -33.2397929)";ED111  ASSE-CHLA EP-Policlínica RAP Villa Carmen ;"Días y horarios:  3º Miercoles	08:00 - 12:00<br>Teléfono: 4365 4077 <br>Dirección: Andrés Faraut 	s/n 	Rodolfo Angelis";;;;;-1;0;-1;;
"POINT (-55.5827196 -32.7279177)";EF111 ASSE-CHLA EP-Policlínica RAP La Paloma ;"Días y horarios: 1º Jueves	08:00 - 12:00<br>Teléfono: 43603026<br>Dirección: Celia Galarza de Sánchez	 s/n	Gallinal y Calle G";;;;;-1;0;-1;;
"POINT (-57.8077587 -33.9412823)";DI112  CAMOC O. DE LAVALLE;"Días y horarios: 2º y 4º Lun del mes de 11:30 a 16:00<br>Teléfono: 45762285<br>Dirección: Esteban Rochón	980	Fortunato y Atala T. de Mendivil";;;;;-1;0;-1;;
"POINT (-58.405058 -33.8731943)";DH113 - CAMOC Nueva Palmira;Días y horarios: 1° y 3° Lunes de 9:00 a 12:00 Hrs.<br>Teléfono: 45422245<br>Dirección: Juan José Murguía;;;;;-1;0;-1;;
"POINT (-57.647296 -34.0050454)";"DB112 IAMC	CAMEC COLONIA MIGUELETE";"Días y horarios: Martes de 13:30 a 14:30<br>Teléfono: 4575 2160<br>Dirección: José P. Varela	s/n	Luis Berger y 28 de marzo";;;;;-1;0;-1;;
"POINT (-57.2622985 -34.3400749)";"DC112  IAMC	CAMEC COLONIA VALDENSE";"Días y horarios: Mi de 13:30 a 16:30 hrs.<br>Teléfono: 4558 8864<br>Dirección: José Pedro Varela	 s/n	11 de Junio y Daniel Damad ";;;;;-1;0;-1;;
"POINT (-57.2550113 -34.4337182)";"DC114  IAMC	CAMEC Playa Fomento";"Días y horarios: a coordinar de  14:00 a 18:00<br>Teléfono: 4587 2151<br>Dirección: La capilla 	s/n	Rincon del Rey";;;;;-1;0;-1;;
"POINT (-58.105075 -33.7000776)";"QB111	CAÑADA NIETO Policlínica ASSE ";"Días y horarios: 2º Jueves del mes de 08:00 a 11:00<br>Teléfono: 4530 4054<br>Dirección: Ruta 96 Km 44	 s/n esq.  E. Valdenses";;;;;-1;0;-1;;
"POINT (-57.4485821 -34.4132327)";"DF111-01  CHLA EP	POLICLINICA ASSE Villa Pancha";Días y horarios: Último Martes de 8:30 a 13:00 Hrs.<br>Teléfono: 4586 5308<br>Dirección: Zelmar Michelini Esq. Julio Rodríguez;;;;;-1;0;-1;;
"POINT (-57.6300582 -33.599958)";QE111 Policlínica ASSE Egaña ;"Días y horarios: 2º Jueves de cada mes de 08:30 a 10:30<br>Teléfono: 4530 8018<br>Dirección: Coquimbo	 s/n entre Tabaré y Zapicán";;;;;-1;0;-1;;
"POINT (-54.5373887 -33.45608)";"HC112  IAMC 	Institutos de Asistencia Colectiva ";"Días y horarios: Último Viernes de cada mes de 13:45 a 15:45 Hrs.<br>Teléfono: 4455 9243<br>Dirección: Soriano 	713	J A Lavalleja";;;;;-1;0;-1;;
"POINT (-54.9121485 -34.9228735)";"Policlínica Los Caracoles 
EX Barrio Kennedy";"Días y horarios: Mie de 09:00 a 12:00<br>Teléfono: 4249 7466<br>Dirección: Av. San Pablo 	s/nº/ 	Isabel de Castilla y Rocha";;;;;-1;0;-1;;
"POINT (-54.9452535 -34.8646806)";"II121  ASSE	Policlínica Barrio Hipódromo";"Días y horarios: Ma de 13:00 a 17:00 hrs.<br>Teléfono: 4225 8203<br>Dirección: Incas	S/n	calle 1 y calle 3";;;;;-1;0;-1;;
"POINT (-55.1298861 -34.8610391)";"II118 ASSE	Policlínica La Capuera ";Días y horarios: Viernes de 08:00 a 12:00<br>Teléfono: 4255 9821 / 091432115<br>Dirección: Avda. Costanera - Localidad La Capuera- KM 116 de Ruta Ínterbalnearia;;;;;-1;0;-1;;
"POINT (-58.054203 -32.9848644)";"LA111  ASSE	Policlínica ASSE Nuevo Berlín ";"Días y horarios: 1º y 3º Vie de 12:00 a 14:00<br>Teléfono: 4568 2046<br>Dirección: Dr.Pita Nebril 	s/n	 Fco. Repetto y Artigas";;;;;-1;0;-1;;
"POINT (-58.1325476 -32.6604653)";LB111 Policlínica ASSE San Javier;"Días y horarios: 1° y 3er Viernes de cada mes de 9:00 a 11:00<br>Teléfono: 45692021<br>Dirección: Basilio Luvkov	 s/n 	Colón y Fray Bentos";;;;;-1;0;-1;;
"POINT (-53.5495038 -34.0348578)";NA111-01 Policlínica ASSE Punta del diablo;Días y horarios: 3º Ma de 10:00 a 12:30<br>Teléfono: 44772915<br>Dirección: Explanada entrada a la playa la viuda s/n;;;;;-1;0;-1;;
"POINT (-53.7951753 -33.2700136)";NB111 Policlínica ASSE Cebollatí;"Días y horarios: 1º Ma de 08:00 a12:00<br>Teléfono: 4459 9034<br>Dirección: San Miguel	s/n	 Lascano y Dr. Mario Sobrero";;;;;-1;0;-1;;
"POINT (-54.1583284 -34.6584789)";NF111  Policlínica ASSE La Paloma ;"Días y horarios: 1º Jue 08:00 a 12:30<br>Teléfono: 4479 6060<br>Dirección: Avda. La Paloma	s/n	Aries";;;;;-1;0;-1;;
"POINT (-54.1767209 -34.6741582)";Policlinico Comero IAMPP;"Días y Horarios: Ma de 15:30 a 17:30 Hrs.<br>                               Vi de 15:00 a 17:00 Hrs.<br>Teléfono: 4479 9140 <br>Dirección: Av. Nicolás Solari	s/n Av. Sirio";;;;;-1;0;-1;;
"POINT (-53.4018125 -33.7638125)";"NC114 CHLA EP	Policlínica ASSE Barra del Chuy";"Días y horarios: 3º J	08:00-12:00<br>Teléfono: 44748182<br>Dirección: Parada 2		Calle 14 y Calle 5";;;;;-1;0;-1;;
"POINT (-53.5163107 -33.8975148)";"ND111 CHLA EP 	Policlínica ASSE La Coronilla ";"Días y horarios: 4° Jue de 08:00 a 12:00<br>Teléfono: 4476 2889<br>Dirección: Leopoldo Fernández	 s/n	 Ruta 9 y Calle 434º ";;;;;-1;0;-1;;
"POINT (-53.718039 -33.6037724)";"NH111 CHLA EP	Policlínica ASSE San Luis ";"Días y horarios: 2º Jue de 08:00 a 12:00<br>Teléfono: 44704015<br>Dirección: Camino de la Balza - Principal 	s/n	calle 1 y Calle 2";;;;;-1;0;-1;;
"POINT (-53.5546567 -33.6839212)";"NK111 CHLA EP 	Policlínica ASSE 18 de Julio";"Días y horarios: 1° Jue de 08:00 a 12:00<br>Teléfono: 44746573 <br>Dirección: Dr. Lician Canzani	 s/n	Vicente Fernández y Artesanos de las Piedras";;;;;-1;0;-1;;
"POINT (-57.0464756 -34.3568499)";"PC112	E Asociación Medica San José ECILDA PAULLIER";"Días y horarios: 4to Vi	14:30 a 17:00<br>Teléfono: 4349 2454<br>Dirección: Rodríguez Bonavita	1709	Federico Paullier";;;;;-1;0;-1;;
"POINT (-56.5406356 -34.3839095)";PG112  Asociación Medica San José - Rodríguez;"Días y horarios: 2º Vi	14:00 a 17:00<br>Teléfono: 4342 2215 int 3801<br>Dirección: Av. Santiago Rodríguez	s/n	Leon Jude y Gilberto Pedrouzo";;;;;-1;0;-1;;
"POINT (-57.5255065 -33.7014866)";"QF111  CHLA EP 	Policlínica ASSE E. Rodo ";"Días y horarios: 1º Vie de 07:45 a 10:30<br>Teléfono: 4538 2105<br>Dirección: Ruta 2 Km 208	s/n	Calle 14 y Calle 16";;;;;-1;0;-1;;
"POINT (-57.8064233 -33.5097667)";QG111 Policlínica ASSE Palmitas ;"Días y horarios: 1º Mi	08:00-10:45<br>Teléfono: 4537 9851<br>Dirección: Vicente Orcoyen 	s/n 	Laurena Jauregui y Rodríguez Serrano";;;;;-1;0;-1;;
"POINT (-57.4568948 -33.0592283)";"QH111  CHLA EP 	Policlínica ASSE Represa Palmar ";"Días y horarios: 3º Lun 10:00 a 13:00<br>Teléfono: 4530 2593<br>Dirección: Avda Brasil	s/n	 Venezuela y México";;;;;-1;0;-1;;
"POINT (-57.4920896 -33.7867027)";"QI111  CHLA EP 	Policlínica ASSE Santa Catalina 	Rufino Vázquez ";"Días y horarios: 4º Ma	07:30 a 10:30<br>Teléfono: 4538 8346<br>Dirección: Rufino Vázquez 	s/n	Genaro de León y Salvador Viola";;;;;-1;0;-1;;
"POINT (-57.5706978 -33.6223747)";"QJ111 CHLA EP 	Policlínica ASSE Risso";"Días y horarios: 2º Vie de 08:30 a 10.45<br>Teléfono: 4530 8114<br>Dirección: Calle 3	 s/n	Calle 8 y Calle 10";;;;;-1;0;-1;;
"POINT (-58.3203614 -33.3943889)";"QK111  CHLA EP 	Policlínica ASSE Villa Soriano";"Días y horarios: 4º Vie de 08:00 a 11:00<br>Teléfono: 4530 4139<br>Dirección: Cabildo 	s/n	Florida -Frente a la plaza";;;;;-1;0;-1;;
"POINT (-57.6402899 -33.1215003)";"QL111  CHLA EP 	Policlínica ASSE Darwin (Sacachispas)";Días y horarios: 3º Lun de 07:30 a 10:00<br> Dirección:  Con Roque P. Gil s/n Ruta 14 km 34500;;;;;-1;0;-1;;
"POINT (-55.9723387 -34.8302127)";"BE151 IAMC	Española Solymar
";"Días y horarios: L, Mi y V de 14:00 a 17:30 hrs.<br>Dirección: Avda. Giannastassio Km 22.500 		José Enrique Rodo y Paul Harris ";;;;;-1;0;-1;;
"POINT (-56.0907361 -34.7472877)";"BF117	T Sub C.P CHLA-EP TOLEDO";"Días y horarios: (Cerrado por reformas hasta el 11/3/26) - Horario habitual: Mar y Juev  08:30-12:00<br>Dirección: Camino Silvestre Guillen 	s/n	Ruta 85 y La Vía";;;;;-1;0;-1;;
"POINT (-54.2802023 -34.0382817)";NI 111 - Policlínica Velázquez;"Días y Horarios: 3er Martes de 9:00 a 12:00 <br>Teléfono:44577290<br>Dirección: Calle C I 13 s/n, Gral Artigas y B. Aquirre";;;;;-1;0;-1;;
"POINT (-56.3953364 -34.5767254)";Policlínica ASSE Campo Militar Cerrillos ;"Días y horarios: 4to Mi de 10:00  a 13:00  <br>Dirección: Ruta 36 km 40, esq. Veracierto ";;;;;-1;0;-1;;
"POINT (-55.7023265 -34.7587331)";BE192 - ASSE Policlínica Parque del Plata Sur;Días y Horarios: Lunes y Miércoles de 7:00 a 11:00 hrs. <br>Dirección: <br>Diagonal 11 esq. Zorilla de San Martin ;;;;;-1;0;-1;;
"POINT (-56.7955686 -34.5264336)";PF112 - AMCJ Rincón del Pino ;"Días y horarios: 1er viernes de 14:30 a 17:00<br>Ruta 1 Nueva, KM 72, entre Ruta 3 y Ruta 1.";;;;;-1;0;-1;;
"POINT (-58.0307445 -34.1581789)";DE111 - Policlínica ASSE Conchillas ;Días y horarios: 4° Viernes de 09:00 a 11:00 Hrs.<br>Teléfono: 45772013 <br>Dirección: Camino al puerto s/n próximo a escuela 104. ;;;;;-1;0;-1;;
"POINT (-57.1074252 -34.1989906)";"DG112 - ASSE	IAMC	CAMEC CUFRE";"Días y horarios: Ultimo Miercoles de cada mes, de 9:00 a 11:00 <br>Teléfono: 45550 23401<br>Dirección: Ruta 52 -Sarandí	 s/n	Jacarandi y Espinillo";;;;;-1;0;-1;;
"POINT (-55.1221385 -33.8747674)";CAMDEL Polanco ;Días y horarios: 4to Mi de 15:00 a 18:00 <br>Teléfono: 44402599<br>Dirección:  Salón Comunal ;;;;;-1;0;-1;;
"POINT (-56.2238328 -34.8045726)";JF167 CUDAM COLÓN ;"Días y horarios: Mar. Juev. y Viernes de 14:30 a 18:30, Sáb de 07:30 a 11:30 Hrs.<br>Dirección: Av. Lezica 5679";;;;;-1;0;-1;;
"POINT (-56.2238317 -34.8028142)";JF220 Española Colón;Días y horarios: Ma y Jue de 14:00 a 17:30 <br>Dirección: Garzón 2003 Bis esq. Margarita;;;;;-1;0;-1;;
"POINT (-56.2082556 -34.8423553)";JF228 - CIRCULO CATÓLICO (EX CASA DE GALICIA);Días y horarios: Lunes a Viernes de 14:30 a 19:00 hrs.<br>Dirección: Millan 4480;;;;;-1;0;-1;;
"POINT (-56.8941543 -33.5243196)";"FF111	C.P CHLA-EP TRINIDAD";"Días y horarios: L a V	8 a 13<br>Dirección: Manuel Irazabal entre Lavalleja y Wilson Ferreira Aldunate – Predio Hogar de ancianos";;;;;-1;0;-1;;
"POINT (-56.3922176 -34.2886457)";"GB111  CHLA EP	Policlínica ASSE Cardal";"Días y horarios: a confirmar<br>Teléfono: 4339 8059<br>Dirección: Av. Artigas	 s/n	 Ruta 77 y José Rossi";;;;;-1;0;-1;;
"POINT (-55.5503994 -33.8647339)";"GD111 CHLA EP	Policlínica ASSE Cerro Colorado";"Días y horarios: a confirmar<br>Teléfono: 43182066<br>Dirección: Ruta 7 Km 145.500	s/n	El Baqueano y Los Potros";;;;;-1;0;-1;;
"POINT (-55.9177247 -34.2449211)";"GE111 CHLA EP 	Policlínica ASSE Chamizo";"Días y horarios: a confirmar<br>Teléfono: 43192070<br>Dirección: Florida Ruta 94	 s/n 	25 de Agosto y 18 de Febrero";;;;;-1;0;-1;;
"POINT (-55.7382608 -34.1960075)";"GF111  CHLA EP	Policlínica ASSE Fray Marcos ";"Días y horarios: a confirmar<br>Teléfono: 4311 6070<br>Dirección: Giambruno / Ruta 7 	 s/n 	Rincón y 18 de Julio";;;;;-1;0;-1;;
"POINT (-56.3993005 -34.3534782)";"GI111 CHLA EP	Policlínica ASSE Independencia";"Días y horarios: a confirmar<br>Teléfono: 43382122<br>Dirección: Ruta 77 Km 71.	s/n	Avda Artigas";;;;;-1;0;-1;;
"POINT (-56.341872 -34.1976226)";GJ111 CHLA EP- IMF Policlínica ASSE 25 de Mayo;"Días y horarios: a confirmar<br>Teléfono: 4339 2065<br>Dirección: 19 de Junio 	s/n	Ruta 77 y Fructuoso Rivera";;;;;-1;0;-1;;
"POINT (-56.3993424 -34.4129537)";"GM111 CHLA EP	Policlínica ASSE 25 de agosto";"Días y horarios: a confirmar<br>Teléfono: 4338 2032<br>Dirección: Ruta 77 km 72	s/n	Manuel Calleras";;;;;-1;0;-1;;
"POINT (-56.4130145 -33.5202987)";GH111  Policlínica ASSE Goñi;"Días y horarios: a confirmar<br>Teléfono: 43502825<br>Dirección: Ruta 5 km 162	s/n	 Sarandí y Durazno";;;;;-1;0;-1;;
"POINT (-56.2364411 -33.9296117)";"GK111 CHLA EP 	Policlínica ASSE LA Cruz ";"Días y horarios: a confirmar<br>Teléfono: 43502416<br>Dirección: Avda. Artigas 	s/n	Ruta 5 km 131";;;;;-1;0;-1;;
"POINT (-56.1562661 -33.4878686)";"GL11101 CHLA EP	Policlínica ASSE Polanco del Yi";"Días y horarios: a confirmar<br>Teléfono: 43502833<br>Dirección: Ruta 42 km 40 		Escuela Nº14 Continuación Ruta 42";;;;;-1;0;-1;;
"POINT (-56.2148988 -34.2805201)";GN111  Policlínica ASSE Mendoza Grande ;"Días y horarios: a confirmar<br>Teléfono: 43395033<br>Dirección: Ex Ruta 5 km 74/ Isidoro Rocca 	s/n	Florida";;;;;-1;0;-1;;
"POINT (-56.7433183 -33.493876)";"FF11102  CHLA EP	Escuela Nº 25 - Ex Ruta 14 Km 153 ";"Días y horarios: a confirmar<br>Dirección: Juan J. Castro	 s/n	Pedro Campbell<br>Teléfono: 43604495";;;;;-1;0;-1;;
"POINT (-57.1306741 -33.16812)";"FA111 CHLA EP	Policlínica ASSE ANDRESITO";"Días y horarios: a confirmar<br>Teléfono: 43604286<br>Dirección: Senaque	 s/n	Vaimaca Perú y Araza";;;;;-1;0;-1;;
"POINT (-57.0864962 -33.9581224)";"FB111  CHLA EP	Policlínica ASSE ISMAEL CORTINAS ";"Días y horarios: a confirmar<br>Teléfono: 45392009<br>Dirección: A. Saravia	 s/ n 	 Luis A. de Herrera Herrera y Gustavo Castellanos";;;;;-1;0;-1;;
"POINT (-56.7991861 -33.7264543)";"CHLA EP 	Policlínica Cerro Colorado";"Días y horarios: a confirmar<br>Dirección: Ruta 3 - Mevir 	s/n*<br>Teléfono: 43604537";;;;;-1;0;-1;;
"POINT (-55.9554068 -34.7207634)";BE111 - C.P CHLA-EP PANDO;Cerrado temporalmente<br>Días y horarios: Lunes a Jueves de 7:30 a 11:45<br>Dirección: Dr. Luis Correch 1149<br>Teléfono: 92683056;;;;;-1;0;-1;;
"POINT (-55.4930323 -34.7932519)";"BE114 ASSE	Policlínica Cuchilla Alta ";"Se coordina según necesidad del servicio, de 09:00 a 12:00 hrs.<br>Teléfono: 4378 8139<br>Dirección: Montevideo 	s/n	AV Agustín Pons";;;;;-1;0;-1;;
"POINT (-56.2825926 -34.5321985)";"BB116  IAMC	COMECA Canelones
				
";Días y horarios: Lun. de 07:30 a 11:30 Hrs. / Mar. y Juev. de 7:00 a 11:00 Hrs. /  Mié. y Vie. de 14:00 a 18:00 Hrs.<br>Dirección: Treinta y Tres 136;;;;;-1;0;-1;;
"POINT (-55.0771773 -32.6401612)";Policlinica Arévalo;Días y horarios: Bimensual a confirmar<br>Teléfono: 4640 4040<br>Dirección: Ruta 38 y Poblado Arevalo;;;;;-1;0;-1;;
"POINT (-54.6857601 -32.5109871)";Policlinica Tres Islas ;"Días y horarios: Bimensual a confirmar<br>Teléfono: 4680 8146<br>Dirección: Carmen ( Ruta 7 km 346), San Antonio y San Benito";;;;;-1;0;-1;;
"POINT (-55.2225905 -32.4638088)";Policlinica Paso Pereira ;Días y horarios: Bimensual a confirmar<br>Teléfono: 4640 4487<br>Dirección: Ruta 6 y Ruta 38;;;;;-1;0;-1;;
"POINT (-54.3503932 -32.4044539)";Policlinica Bañado de Medina ;Días y horarios: Mensualmente a confirmar<br>Teléfono: 4640 2068 <br>Dirección: Ruta 7 km 302 ;;;;;-1;0;-1;;
"POINT (-57.6082897 -32.3721321)";Policlinica Tierras Coloradas ;Días y horarios: Bimensual<br>Teléfono: 4747 2243<br>Dirección: 18 de Julio y Puntas del arroyo Negro;;;;;-1;0;-1;;
"POINT (-54.5929926 -32.6191586)";Policlinica Cerro de las Cuentas;Días y horarios: Bimensual a confirmar<br>Teléfono: 4680 8150<br>Dirección: Ruta 7 km 339;;;;;-1;0;-1;;
"POINT (-54.4599569 -32.6020936)";Policlinica Cuchilla Grande ;Días y horarios: Bimensual<br>Teléfono: 4680 8295<br>Dirección: Ruta 7 km 340;;;;;-1;0;-1;;
"POINT (-54.6380038 -32.349354)";Policlinica Ramon del Trigo;Días y horarios: Bimensual a confirmar<br>Teléfono: 4680 8174<br>Dirección: Ruta 26 km 388;;;;;-1;0;-1;;
"POINT (-57.0450356 -32.8177281)";LD111- Policlínica ASSE - Pueblo Greco ;"Días y horarios: BIMESTRAL a confirmar<br>Teléfono: 4560 6118<br>Dirección: Calle 8, Calle 5. Prox. Escuela Nº4 y Comisaria 10";;;;;-1;0;-1;;
"POINT (-57.3892009 -32.4203072)";LE111 - Policlínica ASSE - Algorta Pueblo Greco;Días y horarios: BIMESTRAL a confirmar<br>Teléfono: 47452005<br>Dirección: Dr. Calcagno y 18 de Julio. Prox. Escuela Nº23;;;;;-1;0;-1;;
"POINT (-57.3890263 -32.5595396)";LF111 - Policlínica ASSE Paso de la Cruz;Día y horario: A confirmar<br>Teléfono: 4560 7588<br>Dirección: Dr. Borges y Comisaría 7ma. Próx. Escuela Nº22;;;;;-1;0;-1;;
"POINT (-57.1636708 -32.5192281)";Policlínica ASSE Paso de los Mellizos;"Día y horario: BIMESTRAL a confirmar<br>Teléfono: 4560 7583<br>Dirección: Dr. Vivo,  próx. Comisaría 8va y Escuela Nº11";;;;;-1;0;-1;;
"POINT (-56.1726664 -34.674283)";CRAMI Canelón chico - ;Días y horarios: 2° y 4º Jueves a partir de las 10:00 Hrs. <br>Dirección: Ruta 67 y Ruta 32;;;;;-1;0;-1;;
"POINT (-55.7609602 -34.7432286)";BE113  Policlínica ASSE Estación Atlántida ;"Días y horarios: se coordina según necesidad del servicio, de 09:00 a 12:00 hrs.<br>Teléfono: 4372 6689<br>Dirección: Cont. Parque del Plata  Los Lirios";;;;;-1;0;-1;;
"POINT (-55.6850792 -34.7358128)";"BE116 ASSE	Policlínica Estación Floresta";"Se coordina según necesidad del servicio, de 09:00 a 12:00 hrs. <br>Teléfono:4373 7253<br>Dirección: Ruta 35		Colon y Soriano";;;;;-1;0;-1;;
"POINT (-56.0970408 -34.8715483)";"JB128 ASSE	Policlínica CRUZ DE CARRASCO";"Días y horarios: Lun a Vie de 09:15 a 14:00 hrs.<br>Dirección: Juan Agazzi	2735	Camino Carrasco y Antonio Pereyra";;;;;-1;0;-1;;
"POINT (-55.6162526 -32.883877)";EB111 - ASSE Hospital Durazno Blanquillo;"Días y horarios: Martes y Jueves de 14.00 a 16.00 hrs,<br>Dirección: Dr. Alejandro Saráchaga, esq. Alejandro sarachaga";;;;;-1;0;-1;;
